longitude,latitude,housing_median_age,test_empty,total_rooms,test_string,total_bedrooms,population,test_single,households,test_int,median_income,median_house_value
-119.74837164687584,35.23785189579952,34.0,,2069.0,nFE,487.0,1421.0,99.0,502.0,422.0,2.978483212058274,186275.0
-118.01062223436168,33.788801362915244,18.0,,1570.0,smq,304.0,1152.0,99.0,292.0,589.0,5.769991735600794,187494.0
-118.07789385462952,33.56650911933017,54.0,,4040.0,kll,642.0,2775.0,99.0,589.0,638.0,4.350334742667897,243941.0
-119.89097850678091,34.88562865725148,19.0,,4353.0,cLS,1177.0,4064.0,99.0,1075.0,626.0,1.7484517597847624,86313.0
-119.36558204702352,34.998671185675235,32.0,,2802.0,JgH,586.0,1536.0,99.0,421.0,372.0,4.891456927510067,227847.0
-120.27184236721877,34.83538761126921,33.0,,4595.0,IrQ,1038.0,2438.0,99.0,1198.0,577.0,2.660313104335908,310691.0
-120.6573255566435,36.407558839128235,42.0,,536.0,YlE,137.0,660.0,99.0,177.0,373.0,1.919066768724338,169700.0
-116.11693263007155,32.90943292101622,12.0,,6381.0,hky,1399.0,3760.0,99.0,1215.0,607.0,2.3488398359134464,101261.0
-119.36608035768951,34.08247261546143,18.0,,3934.0,LFJ,858.0,3136.0,99.0,1013.0,559.0,5.512510252469093,346329.0
-118.25579613399074,33.79362539008535,9.0,,3616.0,OXp,486.0,1607.0,99.0,406.0,555.0,7.2397918405396515,276957.0
-119.16261388332137,34.78165086220923,40.0,,2664.0,ilK,628.0,1142.0,99.0,590.0,255.0,3.5297107609523257,264956.0
-117.99521640862389,33.73420077753236,23.0,,2694.0,pbv,581.0,1523.0,99.0,443.0,496.0,4.268342941321423,213608.0
-115.44146885806643,32.79432525524089,35.0,,1669.0,cnH,329.0,756.0,99.0,294.0,592.0,5.182950999259939,423326.0
-122.34476700494713,38.41693826929631,28.0,,3829.0,SPv,735.0,4564.0,99.0,733.0,437.0,1.608656179013964,92167.0
-120.25450288770928,35.36968631216974,21.0,,3594.0,IuO,657.0,2021.0,99.0,700.0,441.0,4.187999635160105,140913.0
-120.70645108439986,36.63246754141482,13.0,,2648.0,mAr,876.0,2990.0,99.0,807.0,331.0,1.8135119065267595,106204.0
-119.82561063429563,35.82314903783496,33.0,,4740.0,EOp,824.0,1713.0,99.0,593.0,453.0,3.4018279729042598,160354.0
-119.14618863405406,36.82670112929694,19.0,,2955.0,hnS,662.0,2196.0,99.0,620.0,572.0,1.9204547126444176,54118.0
-116.99117456154454,33.12738773374895,13.0,,4578.0,REF,724.0,1743.0,99.0,600.0,579.0,5.663945940743065,216422.0
-117.32312106947745,34.05299891818839,33.0,,871.0,nJq,203.0,1203.0,99.0,216.0,472.0,2.912839386528259,85022.0
-119.9701901346551,34.90219234415421,40.0,,2994.0,gKI,919.0,1004.0,99.0,811.0,480.0,3.6122400044351677,223985.0
-118.0151987301485,33.379749166126274,16.0,,3743.0,hwO,813.0,3120.0,99.0,711.0,305.0,2.9481167960291774,131772.0
-119.07476534268692,35.04094893313051,6.0,,2348.0,Ats,430.0,1084.0,99.0,477.0,655.0,4.043125461605627,148526.0
-120.4081426867087,35.84372835954962,18.0,,5144.0,XZw,819.0,1401.0,99.0,843.0,506.0,5.887787861530772,313974.0
-121.39888643097801,37.14567193698372,28.0,,4925.0,GSH,736.0,2833.0,99.0,907.0,574.0,4.9768964502379545,428928.0
-117.64701182778191,33.64031979963446,27.0,,1662.0,Eif,471.0,1105.0,99.0,413.0,528.0,2.3101263370416123,106423.0
-118.12914806754584,34.28093002843522,21.0,,4134.0,BVC,828.0,2434.0,99.0,725.0,398.0,4.3241369900918,124967.0
-118.38971007793188,33.49901189564181,24.0,,4014.0,nJi,944.0,2919.0,99.0,965.0,491.0,6.250918356027236,360276.0
-119.15794304671725,34.53906462901185,32.0,,5282.0,CDK,852.0,2263.0,99.0,526.0,506.0,6.279279193877559,238392.0
-120.74130798919441,34.571226274865985,22.0,,1511.0,aVb,252.0,592.0,99.0,245.0,646.0,5.815220196213957,284395.0
-120.34618077103306,35.54211041265837,20.0,,2691.0,SWO,461.0,1303.0,99.0,439.0,588.0,6.130071330979578,365941.0
-120.5533527456458,36.82967111509513,45.0,,2238.0,aaP,506.0,1456.0,99.0,445.0,386.0,3.177277526720712,127867.0
-117.84613025911668,33.46611504302991,37.0,,1983.0,AQG,439.0,1652.0,99.0,408.0,372.0,2.8268203179466216,190034.0
-119.84724699132757,35.12581304394876,29.0,,2641.0,syJ,570.0,1445.0,99.0,587.0,473.0,4.2848171908282575,76271.0
-117.73099226233465,33.60282679556648,25.0,,4089.0,Nph,702.0,1486.0,99.0,630.0,689.0,4.856806554479757,271708.0
-119.71338738925597,34.492538956705296,50.0,,658.0,QZz,124.0,456.0,99.0,144.0,480.0,3.4263927962001772,361396.0
-119.56016442153495,35.802585705581365,18.0,,983.0,ZlK,161.0,213.0,99.0,156.0,455.0,3.5441544098698237,155891.0
-117.00109485889442,33.214565156886195,20.0,,3268.0,uzm,647.0,2198.0,99.0,656.0,614.0,7.9015363180009635,476498.0
-118.56088449239859,34.27336389816986,35.0,,2513.0,QSY,439.0,766.0,99.0,312.0,497.0,6.199561049759209,226433.0
-122.12192952617222,37.76927320403024,43.0,,3526.0,Osi,553.0,1836.0,99.0,544.0,385.0,2.9682936244182887,237596.0
-121.75136014043107,38.36463272186709,12.0,,3332.0,zJk,628.0,1988.0,99.0,699.0,473.0,4.30894105641691,188196.0
-118.32133588568905,34.84622739914214,15.0,,2747.0,ZWv,457.0,1194.0,99.0,372.0,478.0,6.784306282307557,273422.0
-117.88074035390038,33.94438400224816,12.0,,4777.0,CsU,1166.0,1887.0,99.0,1024.0,871.0,3.2766907711394317,118787.0
-120.53808016094885,35.86274242207233,27.0,,1756.0,ImP,423.0,1269.0,99.0,368.0,468.0,3.30141421137949,233420.0
-120.31602271838014,37.60108709922609,35.0,,1006.0,FcE,228.0,1170.0,99.0,248.0,386.0,2.3924634367913344,147106.0
-120.06979068421622,36.65699156947697,13.0,,3835.0,gtl,657.0,2164.0,99.0,645.0,435.0,4.501063724591818,93472.0
-122.34625416521855,39.60012992405487,22.0,,2517.0,ImM,690.0,791.0,99.0,524.0,433.0,3.0855588668669833,271594.0
-121.6886808377937,38.30287274807546,33.0,,2317.0,vdx,517.0,451.0,99.0,427.0,435.0,3.1204367519387057,206019.0
-126.43738436986519,52.09329397545004,44.0,,1971.0,TLo,651.0,855.0,99.0,533.0,523.0,2.7829893044022933,169974.0
-121.42896400956107,36.01381886836604,38.0,,2044.0,pmj,537.0,645.0,99.0,502.0,321.0,2.6136304526165866,326954.0
-118.84670336204731,34.38709006579511,36.0,,1073.0,gQb,177.0,747.0,99.0,159.0,558.0,3.5499487284431575,174156.0
-122.00581186954713,36.64117043520466,29.0,,2458.0,yBo,391.0,961.0,99.0,328.0,405.0,4.051757805742715,358318.0
-119.95778791787623,35.58639197148739,10.0,,4104.0,BJD,940.0,3029.0,99.0,790.0,540.0,1.5453804140919798,138846.0
-119.08475701246591,34.72065371200875,40.0,,2019.0,Sfk,599.0,899.0,99.0,617.0,519.0,1.2849717603775996,92247.0
-120.73376586278464,37.34710162183367,26.0,,906.0,gga,168.0,636.0,99.0,129.0,560.0,3.345221578130483,147685.0
-122.38216018797516,38.26124277498082,37.0,,1412.0,AIm,368.0,970.0,99.0,388.0,404.0,3.073939363028757,201791.0
-117.7678352119156,33.40412331372159,35.0,,1386.0,kXc,451.0,1274.0,99.0,419.0,259.0,1.5390979139614587,132103.0
-120.40507018199938,34.604685274697275,22.0,,3314.0,YzC,782.0,1863.0,99.0,827.0,473.0,4.626585431332617,293618.0
-117.90958221687777,33.48538749158751,15.0,,3507.0,NBQ,583.0,1851.0,99.0,601.0,346.0,6.756623540603576,235246.0
-123.27443546855561,39.80798505940022,48.0,,919.0,yik,356.0,1581.0,99.0,383.0,532.0,1.1035119865504277,61209.0
-118.21553595421432,34.95574377355033,31.0,,4134.0,Xez,709.0,1914.0,99.0,631.0,639.0,2.9726087747570022,64039.0
-120.93212820885849,35.411469961453996,31.0,,5513.0,PXJ,949.0,1926.0,99.0,913.0,486.0,5.671453932724243,404657.0
-123.93484236240158,41.99010070534948,41.0,,1215.0,sgw,247.0,711.0,99.0,251.0,538.0,4.770435700362886,115128.0
-120.29844327552287,34.31675964163117,29.0,,3548.0,tiG,636.0,1037.0,99.0,623.0,916.0,3.5563249793509097,361939.0
-122.88059216626193,39.62109162336346,20.0,,2421.0,aMf,398.0,943.0,99.0,319.0,565.0,5.372251527745667,155608.0
-121.45515474674767,37.14650660718636,37.0,,490.0,NDY,110.0,899.0,99.0,146.0,576.0,3.2190565075137956,109700.0
-117.3175333218974,33.30351340426053,35.0,,2238.0,YdK,567.0,877.0,99.0,509.0,567.0,2.9365267529937675,241588.0
-117.70716344554614,33.902418865609285,25.0,,1278.0,iKQ,390.0,1991.0,99.0,357.0,483.0,1.5048589125272793,84030.0
-120.07677076325439,35.649175934710264,36.0,,1925.0,Wge,239.0,504.0,99.0,242.0,334.0,7.836321462743,297617.0
-118.49471477104404,33.74970696839254,11.0,,1658.0,QAb,399.0,1181.0,99.0,414.0,610.0,4.666787591561813,340444.0
-121.62108061448835,38.93550493689149,39.0,,1183.0,eqz,203.0,552.0,99.0,194.0,538.0,2.8849387552591685,130762.0
-119.44385834103373,35.22010613672463,13.0,,3901.0,zed,501.0,1079.0,99.0,398.0,245.0,4.254185929980274,141023.0
-119.68822466746917,34.26289506829789,44.0,,1495.0,dBH,332.0,983.0,99.0,296.0,514.0,2.3289971031727825,221145.0
-122.7722369355686,40.950965354015075,18.0,,2391.0,phB,481.0,1906.0,99.0,521.0,353.0,2.6466063198711756,89911.0
-121.05324357625234,36.65690385873269,43.0,,1614.0,jTQ,483.0,1889.0,99.0,458.0,440.0,2.979138573905645,180353.0
-117.80577712545389,33.5684455028973,49.0,,759.0,nJg,177.0,350.0,99.0,156.0,692.0,4.087351524432671,184858.0
-121.57225905221878,37.3331712700033,44.0,,667.0,TFv,266.0,1413.0,99.0,301.0,537.0,1.1365539006851275,70506.0
-118.78865974298665,35.226393537653905,11.0,,7430.0,QEi,1660.0,1969.0,99.0,1368.0,344.0,3.111366618053795,79433.0
-119.50907099650898,34.52547934600779,52.0,,493.0,Goz,81.0,213.0,99.0,97.0,494.0,4.483477201302367,311744.0
-120.04142967968923,34.45435379881925,47.0,,643.0,bXq,198.0,710.0,99.0,249.0,635.0,1.4971498413478328,113162.0
-119.25533435005605,34.52449150826226,38.0,,2141.0,geg,588.0,985.0,99.0,486.0,605.0,4.902663086568402,217098.0
-117.8364975484502,34.11519378003546,47.0,,553.0,bOX,126.0,428.0,99.0,103.0,435.0,3.119750347857139,90140.0
-117.11658963797926,33.5867424842357,10.0,,2168.0,lgk,562.0,1107.0,99.0,366.0,632.0,1.725492055969569,167455.0
-120.4826613862556,35.71105244872473,34.0,,1726.0,RlD,504.0,749.0,99.0,391.0,575.0,3.6216981679440337,313115.0
-118.71054175648113,35.51039717570351,42.0,,1787.0,ANk,488.0,1297.0,99.0,470.0,410.0,1.1737951221686171,46619.0
-119.45423423228029,36.23615107040039,17.0,,2145.0,bfe,495.0,1581.0,99.0,498.0,489.0,3.2613023717367136,163794.0
-121.11748928704067,38.70924242033972,7.0,,6698.0,TqE,1513.0,2244.0,99.0,1254.0,433.0,2.1668924004391337,94096.0
-121.01775153934568,37.32062318533514,43.0,,1385.0,srj,266.0,1225.0,99.0,258.0,518.0,4.328209790039517,238356.0
-118.725213256754,34.91287273209227,12.0,,903.0,ddf,221.0,756.0,99.0,196.0,450.0,3.7502748612995247,104867.0
-120.4534126894466,35.96554241485285,34.0,,1924.0,tuG,374.0,1037.0,99.0,371.0,461.0,1.7731646454340577,99779.0
-122.13127402250157,39.075412502129886,17.0,,5180.0,vLj,786.0,1647.0,99.0,624.0,528.0,5.515398875585639,196191.0
-119.02395875333224,34.33789472521674,28.0,,1361.0,aOO,267.0,1078.0,99.0,259.0,624.0,6.569694683461778,336781.0
-121.0504375612448,38.57166020476029,40.0,,752.0,DPT,127.0,394.0,99.0,126.0,468.0,3.0329968388570054,101525.0
-118.99627958860881,34.005062421615484,41.0,,931.0,iuh,323.0,596.0,99.0,327.0,362.0,3.719803855212961,434970.0
-118.65290017349626,34.92136570946431,12.0,,3398.0,ShV,754.0,1843.0,99.0,785.0,409.0,3.2772459348433234,99596.0
-118.15154480086879,33.99057849090461,30.0,,2852.0,mOB,787.0,1668.0,99.0,755.0,647.0,1.8387948824935574,120406.0
-119.03246983703661,35.000711749128,22.0,,6239.0,nqP,996.0,2498.0,99.0,830.0,452.0,4.887222351198424,286940.0
-117.17722925836453,34.14512166265564,17.0,,3438.0,cpx,806.0,1029.0,99.0,593.0,463.0,3.0957231682599056,88774.0
-119.22161344327417,35.60104038314597,14.0,,2296.0,idD,254.0,509.0,99.0,262.0,596.0,4.985121951967131,181118.0
-119.66208667175088,34.34096722326824,42.0,,1296.0,wJy,202.0,707.0,99.0,212.0,451.0,4.605093927176308,221515.0
-119.39100572148847,34.05845785403808,31.0,,2146.0,NAT,427.0,1908.0,99.0,329.0,504.0,6.005469576594265,328094.0
-121.62348210173629,36.532385440826786,25.0,,3087.0,xXp,789.0,1376.0,99.0,781.0,409.0,3.464597410353632,246318.0
-119.85933137591537,36.62330465493355,17.0,,792.0,qNf,260.0,791.0,99.0,235.0,445.0,1.1870209301325305,46694.0
-118.60269982563041,33.50881402913276,16.0,,1136.0,GxG,193.0,747.0,99.0,218.0,794.0,5.735176697492201,381898.0
-117.80446178763302,33.09334664285061,43.0,,4774.0,isE,1040.0,2159.0,99.0,922.0,552.0,2.6300118232032728,223479.0
-119.05942670480107,34.61461069080157,37.0,,3531.0,Moh,622.0,1170.0,99.0,609.0,471.0,5.181041733670851,250627.0
-121.29087622238048,37.14175838160101,19.0,,1839.0,ElU,516.0,1460.0,99.0,617.0,545.0,1.331025516436434,95828.0
-120.06273802067273,36.30964482730257,39.0,,1319.0,vrb,192.0,585.0,99.0,210.0,337.0,3.7322608434969804,91754.0
-121.01268942838576,35.68480960640536,20.0,,3966.0,TEv,684.0,2068.0,99.0,760.0,508.0,7.811927768626808,227383.0
-118.30704438843493,34.37575632332421,53.0,,1781.0,lyt,335.0,543.0,99.0,262.0,490.0,3.543646589650464,340813.0
-117.56285229247254,33.315704494018846,24.0,,2082.0,Qol,406.0,663.0,99.0,266.0,418.0,2.5891248896038017,136772.0
-120.45710737504785,37.291633033469566,37.0,,2605.0,YTo,648.0,1588.0,99.0,568.0,353.0,3.6926335158501122,147338.0
-119.72076494654212,34.80303793684741,36.0,,1778.0,fsk,516.0,1359.0,99.0,434.0,441.0,1.5145473972882466,214096.0
-121.0590892446982,37.21135932572765,33.0,,1459.0,TvN,375.0,1726.0,99.0,495.0,560.0,1.2446078168460974,79278.0
-120.61642738033198,37.3028815039367,23.0,,1311.0,Eqk,325.0,535.0,99.0,295.0,489.0,1.7771010147075441,135900.0
-116.79014128972719,33.236697163724855,39.0,,375.0,QmM,149.0,240.0,99.0,105.0,454.0,1.6628644579517344,87460.0
-121.91351808695075,38.01488540855093,44.0,,434.0,ofQ,88.0,482.0,99.0,112.0,515.0,3.2509428238454956,124059.0
-120.48160589494853,37.83793806296521,14.0,,6110.0,fRa,1097.0,3451.0,99.0,832.0,484.0,1.6852079389593593,59985.0
-119.01840938397471,34.38192366550908,23.0,,3304.0,HBb,590.0,2262.0,99.0,592.0,633.0,5.772136597918013,251220.0
-121.64603174072329,39.071410569246105,28.0,,910.0,FTT,172.0,561.0,99.0,191.0,567.0,2.130935771097033,51852.0
-121.32575097548457,39.46118007213514,21.0,,2878.0,UVH,643.0,1117.0,99.0,466.0,473.0,3.0025496860715157,139228.0
-117.01105337171211,33.1234912582876,29.0,,2980.0,LVt,701.0,2042.0,99.0,684.0,515.0,2.7013625997395434,142954.0
-119.98089719842616,37.032914411828415,27.0,,2034.0,CZf,481.0,635.0,99.0,323.0,235.0,1.6954058313748779,65044.0
-117.98251995189004,33.963043507118265,42.0,,902.0,WUZ,189.0,571.0,99.0,196.0,453.0,2.1251236245272627,131825.0
-121.36210585311215,38.241107419365946,37.0,,549.0,KQC,158.0,443.0,99.0,163.0,434.0,3.9246062479875117,159591.0
-117.74287709394834,33.1898722176964,24.0,,5652.0,jir,1285.0,4091.0,99.0,1043.0,399.0,3.02436537862842,157579.0
-120.12488698207376,35.8036533737907,50.0,,1826.0,yIX,392.0,1191.0,99.0,408.0,554.0,1.8835361114648337,120504.0
-120.9245137084726,38.051913276465314,27.0,,4149.0,GwP,821.0,1440.0,99.0,719.0,678.0,4.911606775980613,334774.0
-116.85991489754923,32.842887637697714,41.0,,985.0,VpP,256.0,807.0,99.0,238.0,515.0,3.0355271698619988,157908.0
-121.36739707862978,38.81543476397324,44.0,,1817.0,nMo,346.0,1149.0,99.0,385.0,547.0,8.326620810398635,214669.0
-119.70330549540816,35.34109871609089,28.0,,1949.0,YNC,353.0,716.0,99.0,386.0,552.0,3.266774353334784,213725.0
-117.11979953956265,33.98628739735069,18.0,,1256.0,ljC,142.0,783.0,99.0,117.0,633.0,5.833647959573595,200739.0
-119.14072236477051,34.27488879507197,42.0,,1559.0,MLS,402.0,878.0,99.0,335.0,494.0,2.6530240456163336,217341.0
-119.50346258173712,34.26885849531501,48.0,,2239.0,eTb,360.0,702.0,99.0,368.0,404.0,6.949496061561442,341796.0
-119.26993525858029,34.69591107273911,41.0,,2723.0,Vyf,576.0,1772.0,99.0,610.0,511.0,5.570858797992857,233411.0
-120.11244864041824,35.161819690332976,30.0,,2239.0,vFM,350.0,1300.0,99.0,397.0,421.0,5.601275606911961,165895.0
-122.27698039924593,39.53693140226592,23.0,,1655.0,UHr,258.0,732.0,99.0,258.0,506.0,5.123317867526769,173696.0
-121.73027550559009,38.04909420863288,11.0,,1659.0,jUj,313.0,1347.0,99.0,335.0,463.0,6.600731288825722,194739.0
-121.68384237852962,37.2542040307104,33.0,,407.0,Rht,139.0,207.0,99.0,123.0,448.0,2.7358633131199843,352084.0
-121.053629654638,37.22508953653421,46.0,,922.0,oSU,258.0,388.0,99.0,257.0,698.0,4.23463834572576,296117.0
-117.93943618159457,33.928119183495916,21.0,,3279.0,doL,732.0,1505.0,99.0,723.0,645.0,3.1653272822076612,190513.0
-116.01305077448961,32.84706991616508,22.0,,750.0,lKH,215.0,725.0,99.0,180.0,348.0,3.0714329309821986,265802.0
-118.08982926281448,33.76679764990232,37.0,,685.0,Nyj,148.0,724.0,99.0,150.0,855.0,2.4254473264445395,114958.0
-118.6755399858278,34.30847544474503,18.0,,8176.0,GKF,1475.0,4390.0,99.0,1362.0,748.0,3.623378461851956,138679.0
-122.46817253837729,38.92263140723049,27.0,,1313.0,gHh,321.0,784.0,99.0,338.0,432.0,2.8205650749936573,131601.0
-119.10350918547672,35.732076370973225,15.0,,5019.0,XES,950.0,1540.0,99.0,775.0,720.0,3.6318719242297606,187928.0
-121.15824511145749,35.694392938397385,28.0,,3000.0,GCB,407.0,1939.0,99.0,533.0,575.0,6.4461211636773506,256009.0
-120.28509398278098,35.08971183377965,40.0,,1036.0,Qln,363.0,811.0,99.0,402.0,469.0,3.142652284961502,157434.0
-117.71814203314293,33.85420725199718,15.0,,1904.0,dPo,406.0,2116.0,99.0,359.0,536.0,3.590365207629794,118458.0
-118.6718412386473,34.312288010026,38.0,,3255.0,iMc,995.0,2957.0,99.0,919.0,603.0,2.65888710306664,159203.0
-124.3658624941397,44.307654370144064,21.0,,2338.0,bCl,478.0,1803.0,99.0,471.0,767.0,3.297984968747304,156993.0
-119.36110540194493,35.55991872961994,6.0,,7262.0,Kic,1259.0,3490.0,99.0,1256.0,427.0,3.4953428558680844,133933.0
-119.28581197583617,34.623148350388725,34.0,,1649.0,kVO,374.0,964.0,99.0,350.0,476.0,4.117347073498966,257420.0
-121.24354016544632,35.84239578024991,45.0,,328.0,dgI,142.0,377.0,99.0,157.0,563.0,1.1398663402969766,106135.0
-120.38290537071427,36.494243142790864,26.0,,1526.0,uVg,214.0,664.0,99.0,190.0,575.0,3.055691013142387,121097.0
-122.14494951215957,38.742948663296765,15.0,,2099.0,lzr,374.0,1529.0,99.0,374.0,426.0,4.176960979298085,145642.0
-118.56928671137446,34.085560245432774,34.0,,2716.0,Hlz,439.0,1713.0,99.0,332.0,387.0,4.174443713435941,221005.0
-119.56216051309171,33.92140781310576,38.0,,5399.0,Lrf,1297.0,2148.0,99.0,907.0,429.0,3.0296243011195654,247950.0
-118.64410075800014,33.950866843429594,25.0,,1089.0,OnW,353.0,746.0,99.0,259.0,213.0,2.63157832768839,144375.0
-120.419401332766,36.58401495951047,20.0,,3233.0,ggJ,602.0,1824.0,99.0,604.0,515.0,4.095154093898531,111962.0
-117.7365056762134,33.07637028707536,4.0,,2964.0,KiR,651.0,2001.0,99.0,726.0,522.0,4.269533813475201,401020.0
-120.46890526423418,36.583534818034934,10.0,,2308.0,uRY,331.0,861.0,99.0,339.0,496.0,5.788942961493891,122613.0
-119.570656284359,36.07924677545671,50.0,,1623.0,AfI,412.0,2705.0,99.0,402.0,511.0,2.677954403292207,127345.0
-119.88551653029303,37.17120114915669,8.0,,2558.0,VkB,380.0,791.0,99.0,321.0,331.0,4.613654412947136,118432.0
-119.28288453561132,35.198274462545555,41.0,,1315.0,qMP,280.0,909.0,99.0,254.0,653.0,2.696563459135021,137082.0
-121.15062606369099,36.81344954149159,29.0,,2059.0,CnG,523.0,1838.0,99.0,447.0,587.0,2.2263315412185727,112128.0
-119.3883206255181,35.14186237288299,37.0,,3396.0,pmr,611.0,1814.0,99.0,625.0,725.0,4.171548176725564,195920.0
-120.29526422212336,36.15625404190092,21.0,,1065.0,kmH,238.0,556.0,99.0,252.0,526.0,7.208207726370285,440317.0
-116.32652998823667,33.161363808366744,4.0,,1088.0,MHo,182.0,935.0,99.0,206.0,326.0,2.8444366017524727,71892.0
-119.287443978418,33.86504943198573,25.0,,1297.0,tva,311.0,823.0,99.0,328.0,460.0,3.087323119405876,244440.0
-117.56911128482386,33.24955613169523,30.0,,1958.0,kJJ,637.0,3544.0,99.0,717.0,801.0,1.8733253507337841,189111.0
-117.20668739816253,33.10023554726917,17.0,,2259.0,zyk,679.0,1889.0,99.0,610.0,503.0,1.9609303942507461,125842.0
-123.51379106376643,40.89243897848111,31.0,,3706.0,Ytk,610.0,1466.0,99.0,603.0,566.0,3.650560987048694,171905.0
-119.2091632538733,34.67325949988914,19.0,,2333.0,glc,350.0,1543.0,99.0,396.0,633.0,4.1087282728608905,106777.0
-119.94598745281557,35.55722451593922,43.0,,2544.0,LJn,758.0,1856.0,99.0,724.0,479.0,2.4586191903617602,109684.0
-118.76622304363228,33.77403115934494,36.0,,2728.0,DLA,594.0,2427.0,99.0,577.0,644.0,5.111976047647509,278732.0
-122.1373628103431,40.55104690682489,46.0,,504.0,XTk,80.0,354.0,99.0,86.0,490.0,3.8296735580910837,140273.0
-120.9830510635676,36.18772875330222,17.0,,3091.0,jaj,706.0,1976.0,99.0,788.0,720.0,4.87996719271582,344290.0
-118.62456041715716,34.490973429031456,35.0,,2088.0,tVo,316.0,456.0,99.0,271.0,667.0,5.083564888238948,331959.0
-117.76104510241701,33.249479578264264,30.0,,3044.0,bdg,548.0,1905.0,99.0,595.0,528.0,6.429652549348925,364785.0
-121.08285513818285,36.53695373274947,48.0,,1011.0,BSO,342.0,1678.0,99.0,268.0,334.0,1.6338820839661101,107842.0
-119.92463590523049,36.0062910754132,32.0,,2436.0,iaB,499.0,1531.0,99.0,517.0,469.0,3.3204921555091964,160742.0
-123.297047824677,39.94199759060374,32.0,,2088.0,kBS,379.0,1546.0,99.0,425.0,677.0,3.6521055044563036,164305.0
-119.20907772901323,35.06491878571905,7.0,,3695.0,Umh,891.0,1614.0,99.0,828.0,502.0,3.0790981714448256,118298.0
-119.30833230738482,34.74031434173607,39.0,,1381.0,vpL,246.0,835.0,99.0,262.0,566.0,3.279664485014707,177965.0
-117.41849827138066,33.16373825284777,34.0,,1450.0,Pgc,222.0,547.0,99.0,219.0,426.0,9.45321498763075,327330.0
-122.76139114487587,36.63816755665697,33.0,,3726.0,ksi,598.0,2378.0,99.0,613.0,684.0,7.268423346053486,388429.0
